Title,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author,Number of Pages
"Ghosts of Honolulu: A Japanese Spy, A Japanese American Spy Hunter, and the Untold Story of Pearl Harbor",191,4.3,375,22.99,Espionage,Harper Select,,Mark Harmon,272
Archer's Voice,192,4.6,37121,10.00,Family Life,Forever,Forever,Mia Sheridan,400
"Butcher & Blackbird: The Ruinous Love Trilogy (The Ruinous Love Trilogy, 1)",193,4.5,11392,14.32,Romantic Suspense,Zando,,Brynne Weaver,368
North Woods: A Novel,194,4.3,1198,18.00,Historical,Random House,,Daniel Mason,384
Thoughts of Dog 2024 Day-to-Day Calendar,194,4.9,210,13.49,Cats,Andrews McMeel Publishing,,Matt Nelson,640
Disney Minnie Mouse - I'm Ready to Read with Minnie Interactive Read-Along Sound Book - Great for Early Readers - PI Kids,195,4.8,13583,7.49,Mammals,"Phoenix International Publications, Inc",PI KIDS,Publications Editors,24
The Blue Zones Kitchen: 100 Recipes to Live to 100,196,4.5,12096,20.08,Regional & International,National Geographic,NATIONAL GEOGRAPHIC,Dan Buettner,304
Thomas Kinkade Studios 2024 Deluxe Wall Calendar,197,4.8,216,13.46,Landscapes & Seascapes,Andrews McMeel Publishing,,Thomas Kinkade,24
"How To Draw 101 Cute Stuff For Kids: Simple and Easy Step-by-Step Guide Book to Draw Everything like Animals, Gift, Avocado and more with Cute Style",198,4.7,3915,5.92,Pencil,Independently published,ZONULAR,Sophia Elizabeth,109
Mary Engelbreit's 2024 Deluxe Wall Calendar: A Little Pick ME Up,199,4.8,129,14.97,Motivational,Andrews McMeel Publishing,,Mary Engelbreit,24
"Read People Like a Book: How to Analyze, Understand, and Predict People’s Emotions, Thoughts, Intentions, and Behaviors (How to be More Likable and Charismatic)",200,4.4,3942,13.72,Communication & Social Skills,Independently published,,Patrick King,278
"Harry Potter and the Order of the Phoenix: The Illustrated Edition (Harry Potter, Book 5)",201,4.9,7315,27.29,Friendship,Scholastic Inc.,,J. K. Rowling,576
Chicka Chicka Boom Boom (Board Book),202,4.9,38006,3.90,Beginner Readers,Little Simon,Little Simon,Jr. Bill,36
The Bee Sting: A Novel,203,4.0,2896,23.00,Family Saga,"Farrar, Straus and Giroux",,Paul Murray,656
Hundred Years' War on Palestine,204,4.6,1460,12.78,Turkey,Picador Paper,Picador,Rashid Khalidi,336
"Harry Potter and the Chamber of Secrets (Harry Potter, Book 2) (MinaLima Edition) (2)",205,4.9,10889,14.99,Friendship,Scholastic Inc.,,J. K. Rowling,400
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,206,4.8,20713,18.79,Classics,Del Rey,Del Rey,J.R.R. Tolkien,1728
"Prayer Journal For Women: 52 Week Scripture, Guided Prayer Notebook For Women Of God",208,4.7,7107,7.24,Devotionals,Independently published,,Elizabeth Crowley,122
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",209,4.8,22740,18.00,Cooking Methods,Simon and Schuster,Simon & Schuster,Samin Nosrat,480
"Harry Potter and the Sorcerer's Stone (Harry Potter, Book 1) (MinaLima Edition) (1)",210,4.9,15365,22.79,Friendship,Scholastic Inc.,Scholastic,J. K. Rowling,368
Goodnight Moon,211,4.9,28578,3.68,Rabbits,HarperFestival,HarperFestival,Brown Margaret,30
"96 Facts About Taylor Swift: Quizzes, Quotes, Questions, and More! With Bonus Journal Pages for Writing!",212,4.8,165,5.66,Popular,Penguin Young Readers Group,,Arie Kaplan,80
Rand McNally 2024 Large Scale Road Atlas - 100th Anniversary Collector's Edition (The Rand McNally Large Scale Road Atlas),213,4.7,2029,21.71,United States,Rand McNally,,McNally Rand,288
Upon Waking: 60 Daily Reflections to Discover Ourselves and the God We Were Made For,214,4.9,404,14.61,Devotionals,B&H Books,B & H Publishing,Jackie Hill Perry,208
"How to Be the Love You Seek: Break Cycles, Find Peace, and Heal Your Relationships",215,4.8,142,20.11,Interpersonal Relations,Harper Wave,,Dr. Nicole LePera,304
Joshua Weissman: Texture Over Taste,216,4.7,436,21.94,Cooking for One or Two,DK,,Joshua Weissman,264
"Keep It Shut: What to Say, How to Say It, and When to Say Nothing at All",217,4.6,2268,11.14,Spiritual,Zondervan,Zondervan,Karen Ehman,240
Hookers and Blow Save Christmas,218,4.7,4469,14.32,Limericks & Humorous Verse,Whamdoozer Company,The Whamdoozer Company,Munty C Pepin,22
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,218,4.5,12419,9.71,Interpersonal Relations,McGraw Hill,McGraw-Hill Education,Leil Lowndes,367
"Things We Hide from the Light (Knockemout Series, 2)",219,4.4,71831,11.00,Small Town & Rural,Bloom Books,Bloom Books,Lucy Score,592
"You are an Amazing Girl: A Collection of Inspiring Stories about Courage, Friendship, Inner Strength and Self-Confidence (Motivational Books for Children)",221,4.8,4146,10.90,Peer Pressure,Special Art,,Nadia Ross,111
"2024 History Channel This Day in History Boxed Calendar: 365 Remarkable People, Extraordinary Events, and Fascinating Facts (Daily Calendar, Office Desk Gift) (Moments in HISTORY™ Calendars)",222,4.7,72,11.99,Trivia,Sourcebooks,,Channel History,320
"A F*cking 2024 Wall Calendar: Get Your Sh*t Together This Year (Funny Monthly Calendar with Stickers, White Elephant Gag Gift for Adults) (Calendars & Gifts to Swear By)",223,4.9,5375,12.23,Motivational,Sourcebooks,Sourcebooks,Sourcebooks Sourcebooks,24
The Book of Unusual Knowledge,225,4.6,17751,13.48,Trivia & Fun Facts,"Publications International, Ltd.","Publications International, Ltd.",Ltd. Publications,704
Alex Cross Must Die: A Thriller,226,4.5,6279,15.72,United States,"Little, Brown and Company",Hachette Book Group,James Patterson,416
Dr. Seuss's Beginner Book Boxed Set Collection: The Cat in the Hat; One Fish Two Fish Red Fish Blue Fish; Green Eggs and Ham; Hop on Pop; Fox in Socks,228,4.9,23586,25.00,Cats,Random House Books for Young Readers,Random House Books for Young Readers,Seuss Dr,360
Encyclopaedia Eorzea ~The World of Final Fantasy XIV~ Volume III,229,4.9,12,34.56,Video Games,Square Enix Books,,Enix Square,304
"Super Interesting Facts For Smart Kids: 1272 Fun Facts About Science, Animals, Earth and Everything in Between",230,4.7,1344,11.90,History,Red Panda Press,WAVE,Jordan Moore,144
Ansel Adams 2024 Wall Calendar: Authorized Edition: 13-Month Nature Photography Collection (Monthly Calendar),231,4.9,162,14.91,Individual Artists,Ansel Adams,,Ansel Adams,28
The Complete Summer I Turned Pretty Trilogy (Boxed Set): The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,231,4.8,10230,20.00,Children's Books,Simon & Schuster Books for Young Readers,Simon & Schuster Books for Young Readers,Jenny Han,928
"Jujutsu Kaisen, Vol. 21 (21)",232,4.7,109,7.99,Fantasy,VIZ Media LLC,VIZ Media,Gege Akutami,216
"King of Wrath (Kings of Sin, 1)",234,4.4,44649,10.50,Asian American,Bloom Books,,Ana Huang,416
The Art of Home: A Designer Guide to Creating an Elevated Yet Approachable Home,235,4.3,584,19.84,Interior Design,Harper Horizon,,Shea McGee,408
The Hunger Games,236,4.7,85296,4.10,Self-Esteem & Self-Respect,Scholastic Press,Scholastic,Collins Suzanne,384
Flash Cards: Sight Words,236,4.8,27194,2.88,Children's Books,Scholastic Teaching Resources (Teaching Strategies),Scholastic,Resources Scholastic,
Sneezy the Snowman,237,4.8,9476,5.49,Activity Books,Two Lions,Two Lions,Maureen Wright,34
Everything I Know About Love: A Memoir,238,4.2,23475,11.39,Friendship,Harper Perennial,Harper Perennial,Dolly Alderton,368
Ugly Love: A Novel,239,4.6,138990,6.09,Family Life,Atria Books,Atria Books,Colleen Hoover,336
"The Complete Mediterranean Cookbook: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day (The Complete ATK Cookbook Series)",240,4.5,19009,14.06,Mediterranean,America's Test Kitchen,America's Test Kitchen,Kitchen America's,440
The Ultimate Serial Killer Trivia Book: A Collection Of Fascinating Facts And Disturbing Details About Infamous Serial Killers And Their Horrific Crimes (Perfect True Crime Gift),241,4.7,3533,12.44,Law Enforcement,LAK Publishing,,Jack Rosewood,184
"Tell Me Your Life Story, Dad: A Father’s Guided Journal and Memory Keepsake Book (Tell Me Your Life Story® Series Books)",242,4.8,2540,11.07,Reference & Collections,Questions About Me,,Questions About Me,122
"Things I Need To Write Down Because I'm Old And I Forget Stuff: Funny Gift Notebook Journal, Gift For Co-workers, Friends and Family, 120 Pages",243,4.6,100,5.99,Humor,Independently published,,AINSLYO MARIO,121
The In-Between: Unforgettable Encounters During Life's Final Moments,244,4.8,5902,16.69,Death & Grief,Ballantine Books,Kiligry,Hadley Vlahos R.N.,288
You're a Mother F*cking Badass: Motivational & Inspirational Swear Word Coloring Book for Adults,246,4.7,5537,6.99,Art Therapy & Relaxation,Honey Badger Coloring,,Coloring Honey,86
Too Late: Definitive Edition,247,4.3,52771,11.47,Psychological Thrillers,Grand Central Publishing,,Colleen Hoover,400
Don't Let the Pigeon Drive the Sleigh!,248,4.8,549,9.49,Birds,Union Square Kids,Union Square Kids,Mo Willems,40
12 Rules for Life: An Antidote to Chaos,249,4.7,59575,11.95,Personal Transformation,Random House Canada,Random House Canada,Jordan B. Peterson,409
Wrong Place Wrong Time: A Reese's Book Club Pick,250,4.3,34265,7.60,Family Life,William Morrow Paperbacks,,Gillian McAllister,416
"Mindfulness Coloring Book For Adults: For Mindful People | Feel the Zen With Stress Relieving Designs Animals, Mandalas, Zentangle Nature Art",251,4.6,3567,5.86,Anxieties & Phobias,Independently published,SUPPAS,YOURnotes Whimsical Relaxing Coloring Books,103
"The Ultimate True Crime Puzzle Book: Over 100 Killer Activities for True Crime and Serial Killer Fanatics (Cryptograms, Crosswords, Brain Games, Word Searches, Trivia, Quizzes and Much More)",252,4.6,103,12.70,True Crime,LAK Publishing,,Jack Rosewood,148
The Way Forward (The Inward Trilogy),253,4.7,290,12.79,Personal Transformation,Andrews McMeel Publishing,,yung pueblo,240
The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,255,4.7,18331,9.66,Child Psychology,Random House Publishing Group,Bantam,Daniel J. J. Siegel,192
D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),256,4.9,29210,27.97,Reference,Wizards of the Coast,Dungeons & Dragons,Team Wizards,320
How to Win at Chess: The Ultimate Guide for Beginners and Beyond,257,4.9,485,17.78,Board Games,Ten Speed Press,,Levy Rozman,272
The Secret History,258,4.2,37890,7.31,Coming of Age,Alfred A Knopf,Vintage,Donna Tartt,576
Berserk Deluxe Volume 2,259,4.9,9404,33.47,Fantasy,Dark Horse Manga,Dark Horse Manga,Kentaro Miura,704
"Once Upon a Broken Heart (Once Upon a Broken Heart, 1)",260,4.3,12957,9.51,Performing Arts,Flatiron Books,,Stephanie Garber,432
"NIV, The Woman's Study Bible, Hardcover, Full-Color: Receiving God's Truth for Balance, Hope, and Transformation",260,4.9,14226,25.72,Personal Transformation,Thomas Nelson,Thomas Nelson,Nelson Thomas,2080
A Court of Thorns and Roses Paperback Box Set (5 books),261,4.8,13931,60.00,Fantasy,Bloomsbury Publishing,,Sarah J. Maas,2896
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",262,4.9,22868,15.00,Friendship,Arthur A. Levine Books,ARTHUR A. LEVINE BOO,J.K. Rowling,256
I Love You Like No Otter: A Funny and Sweet Animal Board Book for Babies and Toddlers this Christmas (Punderland),263,4.9,9666,5.10,Baby Animals,Sourcebooks Wonderland,Sourcebooks Wonderland,Rose Rossner,24
We're Pregnant! The First Time Dad's Pregnancy Handbook,264,4.7,12188,5.05,Pregnancy & Childbirth,Rockridge Press,Rockridge Press,Adrian Kulp,292
"Two Twisted Crowns (The Shepherd King, 2)",266,4.6,6813,13.30,Dark Fantasy,Orbit,,Rachel Gillig,480
How Not to Age: The Scientific Approach to Getting Healthier as You Get Older,267,4.4,166,25.88,Self-Help,Flatiron Books,,Michael Greger M.D. FACLM,640
Bluey: Big Backyard: A Coloring Book,268,4.8,4551,5.58,Dogs,Penguin Young Readers Licenses,Penguin Young Readers Licenses,Licenses Penguin,64
Project 369: The Key To The Universe,270,4.6,3413,26.99,Numerology,Independently published,,David Kasneci,279
The 7 Habits of Highly Effective People: 30th Anniversary Edition (The Covey Habits Series),271,4.8,12442,12.11,Success,Simon & Schuster,Simon & Schuster,Stephen R. Covey,464
The Legend of Zelda™: Tears of the Kingdom – The Complete Official Guide: Collector's Edition,272,4.8,4997,26.32,Media Tie-In,Piggyback,KAVNLON,Piggyback Piggyback,496
"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",273,4.8,21961,9.99,Action & Adventure,Random House Books for Young Readers,Random House Books for Young Readers,Osborne Mary,80
The Ritual: A Dark College Romance,274,4.4,48548,17.72,Psychological,Independently published,,Shantel Tessier,626
The Hardest Hidden Pictures Book Ever: 1500+ tough objects to find! (Highlights Hidden Pictures),275,4.7,5503,5.38,Activity Books,Highlights Press,Highlights Press,Highlights Highlights,144
"The Pioneer Woman Cooks―Dinner's Ready!: 112 Fast and Fabulous Recipes for Slightly Impatient Home Cooks (The Pioneer Woman Cooks, 8)",277,4.7,649,20.53,Burgers & Sandwiches,William Morrow Cookbooks,GOODMI,Ree Drummond,384
Beautiful Boards: 50 Amazing Snack Boards for Any Occasion,278,4.8,10498,9.00,Wine Pairing,Rock Point,Rock Point,Maegan Brown,168
Claudia and the Bad Joke: A Graphic Novel (The Baby-sitters Club #15) (The Baby-Sitters Club Graphix),280,5.0,1,10.38,Babysitting,Graphix,,Ann M. Martin,192
Mary Engelbreit's 2024 Day-to-Day Calendar: What a Wonderful World,281,4.8,83,13.46,Happiness,Andrews McMeel Publishing,,Mary Engelbreit,640
365 New Words-A-Year Page-A-Day Calendar 2024: From the Editors of Merriam-Webster,282,4.8,66,12.74,Vocabulary,Workman Publishing Company,Workman Publishing,Calendars Workman,640
A Court of Thorns and Roses Hardcover Box Set,283,4.8,13930,78.69,Fantasy,Bloomsbury Publishing,,Sarah J. Maas,3300
How To Survive A Freakin’ Bear Attack: And 127 Other Survival Hacks You'll Hopefully Never Need,284,4.6,625,8.65,Survival,LAK Publishing,,Bill O'Neill,218
"A Good Girl's Guide to Murder Complete Series Paperback Boxed Set: A Good Girl's Guide to Murder; Good Girl, Bad Blood; As Good as Dead (The Good Girl's Guide to Murder)",285,4.8,1749,15.00,Prejudice & Racism,Ember,,Holly Jackson,1280
Never Lie,286,4.4,104571,13.48,Psychological Thrillers,Poisoned Pen Press,,Freida McFadden,304
Then She Was Gone: A Novel,287,4.5,99001,3.88,Family Life,Atria Books,Atria Books,Lisa Jewell,384
Stand Strong: 365 Devotions for Men by Men,288,4.8,6804,12.78,Devotionals,Discovery House Publishers,Discovery House Pub,Ministries Our,384
Sapiens: A Brief History of Humankind,289,4.6,136528,8.99,Civilization & Culture,Harper Perennial; Reprint edition,Harper Perennial,Yuval Harari,578
House of Leaves: The Remastered Full-Color Edition,290,4.6,11274,11.96,Horror,Pantheon,Pantheon,Mark Z. Danielewski,736
"Hello, Baby Animals: A Durable High-Contrast Black-and-White Board Book for Newborns and Babies (High-Contrast Books)",291,4.9,5740,4.79,Animals,duopress,duopress,labs duopress,20
"The Creative Toddler’s First Coloring Book Ages 1-3: 100 Everyday Things and Animals to Color and Learn | For Toddlers and Kids ages 1, 2 & 3 (US Edition)",292,4.8,6445,5.99,Pastel,Independently published,,Imagi Press,103
"National Geographic Road Atlas 2024: Adventure Edition [United States, Canada, Mexico]",293,4.7,13644,22.30,Travel Maps,National Geographic Maps,Natl Geographic Society Maps,Maps National,144
"What The Fuck Is My Password, Funny Internet Password Logbook, Organizer, Tracker, Vintage Book Design Gift For Gramma, Nana, Mom, Dad For Christmas: ... 120 pages, 6x9, Soft Cover, Matte Finish",294,4.8,175,7.24,Self-Help,Independently published,,Akn Publishing,120
"The Cheese Board Deck: 50 Cards for Styling Spreads, Savory and Sweet",295,4.8,2116,11.86,Appetizers,Clarkson Potter,HEALTH MANAGEMENT,Meg Quinn,52
Dog Man: Twenty Thousand Fleas Under the Sea: A Graphic Novel (Dog Man #11): From the Creator of Captain Underpants,296,4.8,6368,2.90,Humor,Graphix,Scholastic,Dav Pilkey,240
"Killing the Witches: The Horror of Salem, Massachusetts (Bill O'Reilly's Killing Series)",296,4.5,3271,17.00,Colonial Period,St. Martin's Press,,Bill O'Reilly,304
D&D Monster Manual (Dungeons & Dragons Core Rulebook),297,4.9,28383,28.84,Reference,Wizards of the Coast,Dungeons & Dragons,Dragons Dungeons,352
Little Blue Truck's Christmas: A Christmas Holiday Book for Kids,298,4.8,16933,11.20,Christmas,Clarion Books,Houghton Mifflin Harcourt,Alice Schertle,24
The Power of Now: A Guide to Spiritual Enlightenment,300,4.7,59543,5.00,Happiness,New World Library,New World Library,Eckhart Tolle,236
Natasha's Kitchen: 100+ Easy Family-Favorite Recipes You'll Make Again and Again: A Cookbook,301,4.8,1929,19.65,Budget,Clarkson Potter,,Natasha Kravchuk,288
Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER,303,4.8,17610,13.95,Gourmet,DK,LINGKU,Joshua Weissman,264
"Hopscotch Girls I Am Confident Brave & Beautiful, Inspirational Coloring Books for Kids Ages 4-8 & Up - Kids Coloring Book for Girls 8-12, Empowering Girls Books to Boost Confidence. Kids Color Book",304,4.8,33718,6.99,Girls & Women,Hopscotch Girls,Hopscotch Girls,Girls Hopscotch,24
"Would You Rather Book For Kids - 300+ Hilarious, Silly, and Challenging Questions To Make You Laugh (Funny Jokes and Activities - Ages 7-13)",305,4.7,682,8.99,Diaries,Independently published,,Stephen J. Ellis,144
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook Gift Series),306,4.7,32824,8.88,Film,Adams Media,Adams Media,Dinah Bucholz,256
"Magnolia Table, Volume 3: A Collection of Recipes for Gathering",307,4.8,1988,20.00,Television Performers,William Morrow Cookbooks,,Joanna Gaines,352
Disney Dreams Collection Thomas Kinkade Studios Coloring Book,308,4.7,31842,4.95,Puzzles,Andrews McMeel Publishing,Andrews McMeel Publishing,Thomas Kinkade,128
Choose Your Enemies Wisely: Business Planning for the Audacious Few,309,4.9,91,26.11,Venture Capital,Portfolio,,Patrick Bet-David,304
8 Little Planets: A Solar System Book for Kids with Unique Planet Cutouts,310,4.8,7588,3.99,Nursery Rhymes,Sourcebooks Explore,Sourcebooks Explore,Chris Ferrie,18
"ABC Coloring Book: Color 100+ Animals, Birds, Vehicles, Fruits, Toys & Alphabets For Boys & Girls | Coloring Book for Toddlers and Preschool Kids | ... Book and Coloring Pages (Kids Ages 3-5)",312,4.8,956,3.99,Pastel,Independently published,YOCEHOMI,Lucas & Friends by RV AppStudios,120
Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),313,4.6,31983,5.90,Happiness,Castle Point Books,Castle Point Books,Monica Sweeney,128
Where's Spot?,314,4.9,34170,3.99,Dogs,Warne,Warne,Eric Hill,22
The Great Alone: A Novel,315,4.6,142780,4.68,Historical,St. Martin's Griffin,St. Martin's Griffin,Kristin Hannah,576
Black Cake: A Novel,316,4.4,20024,12.49,Family Saga,Random House Publishing Group,,Charmaine Wilkerson,416
How the Grinch Stole Christmas!: Full Color Jacketed Edition (Classic Seuss),317,4.9,1573,11.99,Classics,Random House Books for Young Readers,,Seuss Dr,64
